GENDER,RACE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,AGE_continuous,DRIVING_EXPERIENCE_continuous,OUTCOME
male,majority,university,middle class,0.56560201,0,before 2015,0,1,10238,16000,sedan,2,0,1,27,17,0
female,majority,none,poverty,,1,before 2015,0,0,10238,16000,sedan,0,0,1,28,19,0
female,majority,university,upper class,0.857357001,0,before 2015,1,1,21217,9000,sedan,1,1,2,74,18,1
female,majority,high school,upper class,0.649992303,1,after 2015,0,1,32765,16000,sedan,2,1,0,73,34,0
male,majority,university,working class,0.227889885,1,before 2015,0,0,32765,13000,sports car,0,0,0,21,1,1
female,majority,none,poverty,0.156251,1,before 2015,0,0,32765,13000,sedan,0,0,0,22,1,1
male,majority,university,upper class,0.688515889,1,after 2015,1,1,10238,12000,sedan,7,0,5,69,36,0
male,majority,university,working class,0.536084231,1,before 2015,0,1,10238,18000,sedan,1,0,2,57,11,0
female,majority,high school,upper class,0.520352999,1,before 2015,1,1,32765,6000,sedan,0,0,0,48,13,0
female,majority,none,poverty,0.317697371,1,before 2015,0,0,32765,,sedan,0,0,0,38,5,0
male,majority,university,working class,0.543586814,1,before 2015,0,0,10238,16000,sedan,0,0,0,18,9,1
female,majority,university,upper class,0.733883867,1,after 2015,0,0,10238,13000,sedan,2,0,2,30,14,0
female,majority,university,middle class,,0,after 2015,1,1,10238,9000,sedan,0,0,0,38,0,1
male,majority,university,upper class,0.697630001,1,after 2015,1,0,32765,12000,sports car,3,1,2,39,11,0
female,majority,high school,upper class,0.639196609,1,after 2015,1,1,10238,12000,sedan,0,0,0,67,0,0
female,majority,high school,working class,0.48425438,0,before 2015,0,0,10238,17000,sedan,0,0,0,20,9,1
female,majority,none,poverty,0.354373063,1,before 2015,1,0,32765,9000,sedan,0,0,0,22,0,1
male,majority,high school,poverty,0.404108546,1,before 2015,0,1,10238,,sedan,0,0,0,18,6,0
female,majority,university,upper class,0.596951171,1,after 2015,0,1,10238,15000,sedan,0,0,0,76,14,0
male,majority,university,upper class,0.616514586,1,before 2015,0,1,10238,14000,sedan,2,0,2,61,23,0
female,majority,high school,upper class,0.449456255,0,before 2015,1,1,10238,10000,sedan,0,0,0,70,1,1
male,majority,none,middle class,0.411813718,1,before 2015,1,1,10238,9000,sedan,0,0,0,31,15,0
female,majority,none,poverty,0.514235189,0,before 2015,0,1,10238,13000,sedan,0,0,0,16,3,1
female,majority,high school,middle class,0.646379686,1,before 2015,0,1,10238,12000,sedan,0,0,1,53,26,0
male,majority,university,working class,0.532101254,1,before 2015,0,1,10238,16000,sedan,0,0,0,23,1,1
male,majority,high school,working class,0.300987683,0,before 2015,0,1,10238,12000,sedan,0,0,0,21,9,1
female,majority,high school,upper class,,0,before 2015,1,0,10238,11000,sedan,0,0,0,64,24,0
male,majority,university,middle class,0.731364605,1,after 2015,0,1,32765,8000,sedan,3,0,1,30,17,0
male,majority,high school,middle class,0.541382831,0,before 2015,0,0,10238,15000,sedan,0,0,0,22,0,1
male,majority,university,upper class,0.674971897,1,after 2015,1,1,92101,12000,sedan,2,0,0,50,18,0
male,majority,high school,upper class,0.49294355,0,after 2015,1,1,10238,13000,sedan,7,0,3,65,33,0
male,majority,none,poverty,,0,before 2015,0,0,10238,12000,sedan,1,0,1,38,16,1
male,majority,university,upper class,0.709642441,1,after 2015,0,1,10238,11000,sedan,0,0,5,64,22,0
male,majority,high school,working class,0.561773826,0,before 2015,0,0,32765,,sedan,0,0,0,19,8,1
male,majority,university,upper class,0.562342258,0,after 2015,0,1,10238,10000,sedan,0,0,0,27,0,1
male,majority,high school,upper class,,1,before 2015,1,1,10238,8000,sedan,2,0,1,77,11,0
female,majority,high school,middle class,0.693183375,1,after 2015,1,1,10238,,sedan,0,0,0,37,14,0
female,minority,university,upper class,0.588528674,1,after 2015,0,1,10238,10000,sedan,0,0,0,50,4,0
male,majority,high school,upper class,0.511800165,1,after 2015,1,1,10238,,sedan,3,0,6,80,40,0
male,majority,none,working class,0.55715025,0,before 2015,0,1,10238,12000,sedan,0,0,0,24,5,1
female,minority,university,upper class,0.557686653,1,before 2015,1,1,10238,12000,sedan,1,0,0,75,11,0
male,majority,high school,middle class,0.402375807,1,before 2015,0,0,10238,14000,sports car,1,0,1,32,10,1
male,majority,high school,middle class,0.569309866,0,before 2015,1,1,10238,12000,sedan,3,0,2,28,16,0
male,majority,none,working class,0.533616625,1,after 2015,1,0,32765,10000,sedan,0,0,0,20,5,0
female,majority,none,working class,0.458547387,0,after 2015,0,1,10238,14000,sedan,1,0,0,55,20,0
female,majority,high school,upper class,0.685276142,1,after 2015,1,1,92101,14000,sedan,0,0,0,50,20,0
male,majority,university,upper class,0.523934884,1,before 2015,1,1,32765,13000,sedan,4,3,1,54,24,0
male,majority,university,upper class,,1,before 2015,0,1,10238,15000,sedan,1,0,3,64,22,0
male,majority,high school,upper class,0.583853641,1,after 2015,1,0,10238,11000,sedan,0,0,0,47,0,0
female,majority,university,upper class,0.552018389,1,after 2015,0,0,10238,13000,sedan,0,0,0,47,15,0
female,majority,university,upper class,0.706325264,1,after 2015,1,1,10238,7000,sedan,1,0,1,77,38,0
female,majority,university,middle class,,1,after 2015,0,0,10238,14000,sedan,0,0,0,17,9,0
female,majority,high school,middle class,,0,before 2015,0,1,10238,10000,sedan,0,0,1,33,13,0
male,majority,university,upper class,0.482390598,1,after 2015,1,1,10238,12000,sedan,2,0,1,48,22,0
female,majority,high school,upper class,0.673247456,0,before 2015,1,0,10238,13000,sedan,0,0,0,53,20,0
female,majority,high school,working class,0.502619253,0,before 2015,0,0,10238,14000,sedan,2,0,2,40,25,0
male,majority,high school,middle class,0.341365694,1,before 2015,0,0,32765,11000,sedan,1,0,0,32,13,1
male,majority,high school,poverty,0.402262334,0,before 2015,0,1,92101,12000,sedan,0,0,0,21,1,1
male,majority,high school,poverty,0.259410943,0,before 2015,0,0,32765,,sedan,0,0,0,24,1,0
female,majority,high school,working class,0.565483318,1,before 2015,0,0,10238,18000,sedan,2,0,1,37,12,0
female,majority,university,upper class,0.517204872,1,after 2015,1,1,32765,9000,sedan,8,1,3,67,37,0
male,majority,high school,working class,0.468758514,1,before 2015,0,0,92101,14000,sedan,0,0,0,24,1,1
female,majority,university,working class,0.530344583,1,before 2015,0,1,32765,13000,sedan,0,0,0,31,7,1
female,majority,university,upper class,0.660155009,1,after 2015,1,1,10238,12000,sedan,2,0,0,80,15,0
female,majority,high school,upper class,0.790956265,1,before 2015,0,1,10238,13000,sedan,2,0,1,76,30,0
female,majority,university,upper class,0.570023397,1,after 2015,1,1,10238,10000,sedan,4,0,1,47,28,0
male,majority,university,upper class,,0,before 2015,1,0,10238,13000,sedan,0,0,0,51,0,1
female,majority,none,poverty,0.371980701,0,before 2015,0,1,10238,10000,sedan,0,0,0,17,5,1
female,majority,high school,working class,0.476556912,0,before 2015,0,1,32765,12000,sports car,2,0,0,34,14,1
male,majority,high school,poverty,0.398948765,0,before 2015,0,0,10238,11000,sedan,0,0,0,25,9,1
male,majority,high school,upper class,0.619285516,1,after 2015,1,1,10238,13000,sedan,1,0,3,40,29,0
female,majority,university,upper class,0.541495945,0,before 2015,0,1,32765,11000,sedan,7,0,1,74,32,0
male,majority,high school,working class,0.408601258,1,before 2015,0,1,10238,13000,sedan,1,0,0,52,23,0
female,minority,high school,middle class,0.538507771,0,after 2015,1,1,32765,8000,sedan,2,2,0,42,22,0
female,majority,university,middle class,0.680911693,1,after 2015,0,1,10238,10000,sedan,0,0,0,25,1,0
male,majority,high school,poverty,0.206291728,0,before 2015,0,1,10238,14000,sedan,0,0,0,24,1,1
female,majority,university,upper class,0.706284816,1,after 2015,1,1,10238,8000,sedan,2,1,0,38,13,0
male,majority,none,poverty,0.352860562,1,before 2015,1,1,32765,10000,sedan,0,0,0,25,3,1
female,majority,high school,poverty,0.323395221,1,before 2015,0,1,32765,12000,sedan,2,0,2,26,14,0
male,majority,university,working class,0.376134529,1,before 2015,0,0,10238,17000,sedan,0,0,0,35,19,0
female,majority,university,upper class,0.635212672,1,before 2015,1,1,32765,8000,sedan,1,0,0,53,14,0
male,majority,university,middle class,0.522967462,1,before 2015,1,1,32765,5000,sedan,5,0,0,33,14,0
male,majority,high school,upper class,,1,after 2015,0,1,10238,14000,sedan,4,0,5,66,40,0
male,majority,university,middle class,0.505390236,0,before 2015,1,1,10238,10000,sedan,0,0,0,27,7,1
male,majority,university,poverty,0.390780768,0,before 2015,0,1,10238,11000,sedan,1,0,1,28,16,0
female,majority,university,upper class,0.765637296,1,before 2015,1,1,32765,6000,sedan,6,0,1,66,40,0
male,majority,university,working class,0.474942308,1,before 2015,0,1,10238,15000,sedan,0,0,0,17,0,1
male,majority,university,upper class,0.597827962,1,after 2015,1,1,32765,8000,sedan,7,0,1,71,10,0
male,minority,university,upper class,,1,before 2015,1,1,10238,10000,sedan,0,0,0,43,8,0
male,majority,high school,middle class,0.659053391,1,before 2015,1,1,10238,11000,sedan,0,0,1,30,12,0
male,majority,university,upper class,0.734756367,1,before 2015,1,1,10238,6000,sedan,7,0,9,69,40,0
female,majority,university,upper class,0.606485106,1,after 2015,1,1,10238,12000,sedan,3,3,0,68,33,0
male,majority,university,middle class,0.452800792,1,after 2015,0,0,10238,15000,sedan,0,0,0,21,2,1
male,majority,university,upper class,0.576985112,1,after 2015,1,1,10238,11000,sedan,2,0,3,68,37,0
male,majority,high school,upper class,,1,before 2015,1,1,10238,12000,sedan,5,0,4,79,37,0
female,majority,high school,upper class,0.564942284,1,before 2015,1,1,32765,8000,sedan,2,0,1,56,22,0
female,minority,university,upper class,0.559612726,0,before 2015,0,1,10238,8000,sedan,0,0,0,43,8,1
female,majority,university,upper class,0.491778327,1,before 2015,1,0,10238,11000,sedan,0,0,0,74,3,0
male,majority,university,upper class,0.644713644,1,before 2015,0,0,10238,15000,sedan,0,0,0,38,9,1
male,majority,none,working class,0.377997809,0,before 2015,1,1,10238,6000,sedan,0,0,4,28,19,1
male,majority,university,middle class,,0,before 2015,1,1,32765,8000,sedan,0,0,0,35,5,1
female,majority,none,poverty,0.247847963,1,before 2015,0,1,10238,16000,sedan,0,1,0,36,19,0
female,majority,high school,working class,0.431594719,0,before 2015,0,0,32765,10000,sedan,0,0,0,17,0,1
male,majority,high school,middle class,,0,after 2015,0,1,10238,13000,sedan,1,0,2,34,17,1
female,majority,none,working class,0.454656294,0,before 2015,0,0,10238,18000,sedan,2,0,0,30,17,0
male,majority,university,upper class,0.524521129,1,before 2015,1,1,32765,,sedan,3,0,0,52,16,1
female,majority,none,poverty,0.464833942,1,before 2015,1,1,10238,11000,sedan,0,0,0,23,5,0
male,majority,university,working class,0.370734817,1,before 2015,0,0,10238,12000,sedan,0,0,0,24,6,1
male,majority,high school,working class,0.430093217,1,before 2015,1,1,10238,10000,sedan,1,2,1,29,15,0
male,minority,high school,middle class,0.533485454,1,before 2015,1,1,10238,9000,sedan,6,0,2,49,22,0
male,majority,university,upper class,0.539120318,1,before 2015,1,1,32765,10000,sedan,16,0,3,67,34,0
male,majority,none,working class,0.409941044,1,before 2015,1,1,32765,4000,sports car,8,0,4,47,25,0
female,majority,university,upper class,0.694090774,1,before 2015,0,1,10238,11000,sports car,2,0,5,54,24,0
female,majority,none,working class,,1,before 2015,0,0,10238,13000,sedan,0,0,0,26,7,1
female,majority,university,upper class,0.548740162,1,after 2015,0,1,10238,12000,sedan,2,0,0,54,28,0
male,majority,none,poverty,0.395566002,1,before 2015,0,1,10238,,sedan,0,0,0,32,4,1
male,majority,high school,middle class,0.515348646,1,before 2015,1,1,10238,10000,sedan,1,0,2,55,28,0
male,majority,university,upper class,0.703960444,1,after 2015,1,1,92101,9000,sedan,1,0,0,69,15,0
female,majority,high school,working class,,0,before 2015,1,0,10238,17000,sedan,0,0,0,23,3,0
male,majority,none,poverty,,0,before 2015,0,1,10238,11000,sedan,1,1,0,38,17,1
female,majority,university,upper class,0.776864954,1,before 2015,0,1,10238,12000,sedan,0,0,0,60,7,0
male,minority,high school,working class,0.388391587,0,before 2015,1,0,10238,10000,sedan,1,0,2,34,16,0
male,majority,university,upper class,,1,after 2015,0,1,32765,7000,sedan,13,1,2,79,39,0
male,majority,high school,middle class,0.587418425,1,before 2015,0,0,10238,15000,sports car,0,0,0,26,8,0
female,majority,university,upper class,,1,before 2015,1,1,10238,8000,sedan,0,0,0,40,6,1
female,majority,university,upper class,0.416522228,1,before 2015,0,1,10238,12000,sedan,1,1,1,50,22,0
male,majority,university,middle class,0.518727949,1,before 2015,0,1,92101,14000,sedan,0,0,0,22,6,1
female,majority,none,poverty,0.354832886,1,before 2015,1,1,32765,9000,sedan,0,0,0,37,17,0
female,majority,none,working class,0.537834034,1,before 2015,0,1,10238,12000,sedan,0,0,0,27,18,0
male,majority,none,working class,0.427049342,1,after 2015,0,1,10238,8000,sedan,0,0,0,27,1,0
male,majority,high school,upper class,0.496555457,1,after 2015,0,1,10238,11000,sedan,2,0,2,32,10,0
female,majority,university,upper class,0.557374504,1,before 2015,1,1,10238,7000,sedan,0,0,0,69,4,0
male,majority,high school,upper class,0.567765628,1,before 2015,1,1,10238,8000,sedan,0,0,0,74,5,0
female,minority,university,upper class,0.730535253,1,before 2015,1,1,10238,14000,sedan,3,1,3,75,40,0
male,majority,high school,working class,0.477313148,0,before 2015,0,0,92101,16000,sedan,0,0,0,25,7,1
female,majority,high school,upper class,0.598180276,0,before 2015,0,1,10238,11000,sedan,1,0,2,32,17,0
male,majority,none,poverty,0.323202461,0,before 2015,0,0,32765,14000,sedan,0,0,0,21,3,1
female,majority,none,middle class,0.653431203,1,before 2015,0,1,10238,10000,sedan,0,0,0,53,22,0
male,majority,university,middle class,0.535643803,1,before 2015,1,1,32765,,sedan,2,0,0,38,14,1
female,majority,university,upper class,,1,after 2015,1,1,10238,10000,sedan,0,0,0,59,9,0
male,majority,none,working class,0.530064317,1,before 2015,0,0,10238,,sedan,1,0,2,37,16,1
male,minority,university,upper class,0.413614208,1,after 2015,1,1,10238,12000,sedan,4,0,4,73,26,0
male,majority,university,upper class,0.616791631,1,after 2015,0,1,32765,14000,sedan,10,2,3,71,33,0
female,minority,none,poverty,0.385487034,0,before 2015,0,0,10238,,sedan,0,0,0,20,5,1
male,majority,university,upper class,0.607251129,0,before 2015,0,0,10238,14000,sedan,0,0,3,63,23,1
male,majority,high school,working class,0.422382805,1,before 2015,1,1,32765,9000,sedan,0,0,0,21,0,0
female,majority,high school,working class,0.424374685,1,before 2015,0,1,10238,15000,sedan,0,0,0,16,9,1
male,majority,high school,upper class,0.598854849,1,after 2015,1,1,32765,7000,sedan,6,1,0,78,28,0
male,majority,high school,upper class,0.593083082,1,before 2015,1,1,10238,8000,sedan,5,1,8,65,30,0
male,majority,high school,working class,0.35171819,0,before 2015,0,1,10238,,sedan,0,0,0,18,7,1
male,majority,university,upper class,0.494500358,1,after 2015,0,1,32765,12000,sedan,13,2,3,65,33,0
male,minority,university,upper class,0.6239669,1,before 2015,1,0,10238,13000,sedan,1,0,0,45,27,0
female,majority,university,middle class,,1,before 2015,1,1,10238,14000,sedan,1,0,0,38,18,0
female,majority,high school,middle class,,1,before 2015,0,0,32765,10000,sedan,0,0,0,16,7,1
female,majority,university,middle class,0.498366935,1,after 2015,1,1,92101,12000,sedan,2,0,0,74,21,0
female,majority,high school,middle class,0.394313159,0,before 2015,1,1,32765,12000,sedan,2,1,2,55,23,0
male,majority,high school,working class,0.412127469,1,after 2015,1,1,32765,7000,sedan,6,0,2,48,22,0
female,majority,university,middle class,,1,after 2015,1,1,10238,11000,sedan,1,0,0,65,11,0
female,majority,university,upper class,0.68059428,1,before 2015,0,1,32765,,sedan,0,0,0,35,1,1
male,majority,university,upper class,0.436017461,1,before 2015,0,0,32765,11000,sedan,7,3,1,40,26,0
male,majority,high school,working class,0.341802537,0,before 2015,1,0,32765,12000,sedan,3,0,2,30,12,1
male,majority,none,poverty,0.225601779,0,before 2015,0,1,10238,9000,sedan,5,1,2,26,11,1
female,majority,university,upper class,0.589401168,1,before 2015,1,1,21217,5000,sedan,0,0,0,44,2,1
female,minority,high school,middle class,0.601847968,1,before 2015,1,1,10238,11000,sedan,0,0,0,46,0,0
male,majority,high school,upper class,0.627729406,1,after 2015,0,1,32765,8000,sedan,6,1,0,50,29,0
female,majority,none,working class,0.495865292,0,after 2015,1,0,10238,13000,sedan,0,0,0,60,6,1
female,majority,high school,working class,0.44666833,1,after 2015,0,0,92101,17000,sedan,0,0,0,17,1,0
male,majority,high school,middle class,0.664091197,1,before 2015,0,0,10238,11000,sedan,0,1,3,33,13,0
male,minority,high school,upper class,0.614028585,1,before 2015,1,1,10238,10000,sedan,4,2,4,77,28,0
male,majority,university,upper class,,1,after 2015,1,1,10238,10000,sedan,2,1,4,63,29,0
male,majority,high school,poverty,0.199506008,1,before 2015,0,0,10238,18000,sedan,0,0,0,25,0,1
male,majority,university,upper class,,0,after 2015,0,1,10238,11000,sedan,0,0,0,35,4,1
male,majority,high school,working class,0.532532392,0,before 2015,0,0,10238,13000,sedan,0,0,0,17,1,1
male,majority,none,working class,0.489920599,1,before 2015,0,1,10238,13000,sedan,3,0,1,36,19,0
male,majority,none,poverty,,0,before 2015,0,1,10238,13000,sedan,0,0,0,16,4,1
male,minority,university,upper class,0.85646296,1,after 2015,0,1,10238,12000,sedan,8,0,4,49,26,0
male,minority,university,upper class,0.606835029,1,before 2015,1,1,10238,11000,sedan,5,0,4,69,33,0
male,majority,university,upper class,0.411686023,1,before 2015,1,1,10238,11000,sports car,4,2,4,79,40,0
male,minority,university,upper class,0.620127384,1,after 2015,1,1,10238,9000,sedan,2,0,4,34,18,0
female,majority,university,upper class,0.639425085,1,after 2015,0,0,10238,13000,sedan,1,0,3,32,14,0
female,majority,high school,upper class,0.455414959,1,before 2015,0,1,10238,15000,sedan,0,0,2,63,10,0
male,majority,high school,middle class,0.605430488,1,before 2015,0,1,10238,9000,sedan,2,0,5,46,26,0
male,majority,university,middle class,0.570127446,0,before 2015,1,1,10238,,sedan,1,0,3,40,10,0
female,minority,university,upper class,0.664944594,1,before 2015,1,1,10238,14000,sedan,0,0,0,67,17,0
male,majority,high school,middle class,0.608662603,1,before 2015,1,1,10238,9000,sedan,0,0,0,28,7,1
male,majority,high school,upper class,0.577594779,1,after 2015,1,1,10238,12000,sedan,3,1,2,67,35,0
male,majority,none,poverty,0.451712998,1,before 2015,1,1,10238,11000,sedan,0,0,0,32,6,1
male,majority,none,poverty,0.271113046,0,after 2015,0,1,32765,11000,sedan,0,0,0,18,1,1
female,majority,university,upper class,0.746558287,0,after 2015,1,1,10238,12000,sedan,0,0,0,76,6,0
male,majority,high school,middle class,0.464619091,1,after 2015,1,1,32765,12000,sedan,5,1,0,36,11,0
male,majority,none,working class,0.414621633,0,before 2015,0,1,10238,16000,sports car,1,1,2,64,24,0
female,majority,university,working class,0.535757559,1,before 2015,0,1,32765,11000,sedan,0,0,0,16,5,1
female,minority,high school,upper class,0.771494255,1,before 2015,0,1,10238,14000,sedan,1,0,2,78,10,0
female,minority,none,working class,0.549651755,0,before 2015,0,1,32765,12000,sedan,0,0,0,30,6,1
male,minority,high school,upper class,0.496410917,0,before 2015,1,1,10238,9000,sports car,4,0,4,80,31,0
male,majority,none,poverty,0.468286732,0,before 2015,0,0,10238,17000,sedan,0,0,0,23,1,1
male,majority,high school,working class,0.407632277,0,before 2015,1,1,10238,11000,sedan,5,0,4,59,22,0
male,majority,university,upper class,0.697462013,1,after 2015,0,1,92101,13000,sedan,0,1,5,55,20,0
female,majority,high school,poverty,0.448643577,0,after 2015,0,1,32765,,sedan,0,0,0,16,7,1
male,majority,university,upper class,0.645228177,1,after 2015,1,1,32765,8000,sedan,7,1,3,78,31,0
male,majority,high school,upper class,0.711597658,1,before 2015,1,1,32765,6000,sedan,0,0,0,79,8,1
female,majority,university,upper class,0.549447917,1,before 2015,1,0,10238,11000,sedan,2,0,0,33,10,0
female,majority,university,upper class,0.637477502,1,after 2015,1,1,32765,8000,sedan,7,0,1,71,32,0
female,majority,none,working class,0.341306515,1,before 2015,0,0,10238,13000,sedan,0,0,1,39,11,0
male,majority,none,middle class,0.42666561,1,before 2015,1,1,10238,7000,sedan,2,0,9,50,20,0
male,majority,university,upper class,0.489422376,1,after 2015,0,0,32765,,sedan,3,1,3,65,37,0
female,majority,high school,upper class,0.765653223,1,after 2015,1,1,10238,14000,sedan,0,0,0,65,12,0
female,majority,none,poverty,0.304478223,0,after 2015,0,1,10238,13000,sedan,0,0,0,38,7,1
male,majority,none,working class,0.524029374,1,before 2015,0,0,32765,14000,sedan,4,0,1,43,26,0
female,majority,university,middle class,0.504582828,1,before 2015,1,1,32765,9000,sedan,1,0,1,54,18,0
female,majority,high school,upper class,0.634387169,0,before 2015,1,1,32765,7000,sedan,0,0,1,74,28,1
female,minority,high school,middle class,0.459446864,1,before 2015,0,1,10238,14000,sedan,0,0,0,26,12,1
female,majority,university,middle class,0.665270096,1,before 2015,0,1,10238,10000,sedan,1,0,0,39,13,0
male,majority,university,upper class,0.555712177,1,after 2015,0,0,32765,13000,sedan,2,2,2,50,28,0
female,majority,university,upper class,0.637563782,1,before 2015,1,1,10238,,sedan,0,0,0,79,18,0
male,majority,university,upper class,,1,before 2015,1,1,32765,7000,sedan,2,0,0,48,15,0
male,majority,high school,middle class,0.606255032,1,after 2015,1,1,10238,12000,sedan,0,0,2,37,13,0
male,majority,university,upper class,0.427971551,0,before 2015,1,0,92101,14000,sedan,5,1,1,50,26,0
male,majority,none,poverty,,0,before 2015,0,0,10238,13000,sedan,0,0,0,17,8,1
female,majority,university,upper class,0.542483109,0,after 2015,1,1,32765,13000,sedan,0,0,0,57,26,0
male,majority,high school,middle class,0.529958005,1,before 2015,0,0,10238,18000,sedan,0,1,1,28,12,1
female,majority,none,middle class,0.584032215,1,before 2015,1,1,10238,9000,sedan,0,0,0,27,9,1
female,majority,university,upper class,0.722181845,1,after 2015,1,1,10238,11000,sedan,2,0,1,66,35,0
female,majority,university,working class,0.452572549,0,before 2015,0,0,10238,,sedan,0,0,0,20,6,1
female,majority,high school,working class,0.503972313,0,before 2015,0,0,10238,18000,sedan,0,0,0,16,3,1
female,majority,high school,middle class,0.406335521,1,after 2015,1,1,10238,10000,sedan,2,0,1,64,28,0
male,majority,none,poverty,0.170245286,1,before 2015,0,0,10238,,sedan,0,0,0,30,5,1
male,majority,university,working class,0.500868067,0,before 2015,1,1,10238,12000,sedan,2,0,1,39,15,1
female,majority,none,upper class,0.521765121,1,before 2015,1,1,10238,12000,sedan,2,1,4,80,26,0
male,majority,high school,working class,0.32570884,1,before 2015,0,1,32765,10000,sedan,6,1,2,48,29,0
male,majority,high school,working class,0.436379466,0,after 2015,0,1,10238,13000,sedan,3,2,0,30,15,0
male,majority,university,middle class,0.714495895,1,after 2015,0,0,10238,14000,sedan,0,0,0,19,9,0
male,majority,high school,poverty,0.286574391,0,before 2015,1,0,10238,11000,sedan,0,0,0,20,8,1
female,majority,high school,middle class,,1,before 2015,1,1,10238,10000,sedan,1,1,2,46,23,0
male,minority,high school,upper class,0.724392507,1,after 2015,1,1,10238,7000,sedan,2,0,4,61,17,0
female,minority,none,working class,0.42970413,0,before 2015,0,0,10238,13000,sedan,0,0,0,59,9,1
male,majority,university,middle class,,1,before 2015,0,0,10238,12000,sedan,0,0,0,25,6,1
male,majority,high school,middle class,0.453226116,1,before 2015,1,1,10238,14000,sports car,2,1,0,28,14,0
male,majority,none,poverty,0.348235788,0,before 2015,1,1,32765,7000,sedan,0,0,0,35,1,1
male,majority,high school,middle class,0.455209543,1,after 2015,0,1,10238,15000,sedan,1,0,2,32,11,0
male,majority,university,upper class,0.619171157,1,before 2015,0,1,92101,17000,sedan,0,0,0,40,22,0
male,majority,university,middle class,0.443316349,1,before 2015,1,1,92101,11000,sedan,2,0,2,43,27,0
female,majority,none,poverty,0.319507101,0,before 2015,0,0,10238,17000,sedan,0,0,0,20,6,1
male,majority,university,working class,0.542327881,0,before 2015,0,0,32765,14000,sedan,0,0,0,18,6,1
male,majority,none,poverty,0.317197195,0,before 2015,0,1,10238,16000,sedan,0,0,0,19,0,1
female,majority,none,poverty,0.244617533,0,before 2015,1,1,10238,10000,sedan,4,0,3,35,19,0
male,majority,high school,working class,0.37654036,0,before 2015,1,0,10238,7000,sedan,1,0,5,51,20,0
male,minority,university,upper class,0.683071668,1,before 2015,1,1,32765,6000,sedan,8,0,4,75,34,0
male,majority,none,poverty,0.407000531,0,before 2015,0,1,32765,9000,sedan,8,3,4,43,21,1
female,majority,none,poverty,0.488119855,0,before 2015,0,1,10238,12000,sedan,0,0,0,21,1,1
female,majority,high school,upper class,0.835641245,0,before 2015,1,1,32765,10000,sedan,3,0,0,74,23,0
female,majority,high school,working class,0.48904495,1,before 2015,1,1,10238,11000,sedan,0,0,0,20,6,1
male,majority,high school,middle class,,1,before 2015,0,1,32765,10000,sedan,1,0,1,30,13,1
male,majority,university,upper class,0.645359199,1,before 2015,1,1,10238,13000,sedan,4,3,0,75,27,0
male,majority,high school,upper class,0.634053645,1,before 2015,1,1,32765,10000,sedan,0,0,0,62,1,1
male,majority,university,upper class,0.396540218,0,before 2015,0,1,92101,13000,sedan,2,0,0,38,17,1
male,majority,none,working class,,1,before 2015,1,0,10238,14000,sedan,1,2,3,47,21,0
female,majority,none,poverty,0.377267939,0,before 2015,1,1,10238,11000,sedan,0,0,0,19,0,1
female,majority,university,working class,0.584725195,0,before 2015,0,0,32765,11000,sedan,1,0,0,30,10,1
female,majority,university,upper class,0.72177442,0,before 2015,1,1,10238,9000,sedan,4,0,0,69,39,0
female,majority,high school,middle class,0.566831122,1,before 2015,0,0,10238,12000,sports car,0,0,0,22,4,0
male,majority,high school,poverty,0.313231964,1,after 2015,0,1,10238,15000,sedan,1,0,1,37,10,0
male,majority,university,upper class,0.528295965,1,after 2015,0,1,10238,12000,sedan,1,0,4,45,17,0
male,majority,high school,middle class,0.384423097,1,before 2015,1,1,92101,11000,sedan,5,0,5,40,28,0
male,majority,university,upper class,0.68282991,1,before 2015,0,1,10238,12000,sedan,1,0,2,48,18,1
male,majority,university,upper class,0.691736329,1,before 2015,1,1,10238,9000,sedan,3,0,1,56,11,0
female,majority,none,poverty,0.542158167,1,before 2015,0,0,10238,18000,sedan,0,0,0,25,9,0
male,majority,university,middle class,0.435712135,1,before 2015,1,1,32765,7000,sedan,0,0,0,30,3,1
female,majority,none,middle class,0.4873745,1,before 2015,0,1,10238,11000,sedan,2,0,0,27,18,0
female,majority,university,middle class,0.542696375,1,before 2015,0,0,10238,,sedan,0,0,0,23,6,1
male,majority,university,middle class,0.345726188,1,after 2015,0,0,32765,13000,sedan,2,0,1,38,17,0
male,majority,university,upper class,0.661452753,1,before 2015,0,0,32765,11000,sedan,7,1,2,46,23,0
male,majority,university,upper class,0.638453759,1,after 2015,1,1,10238,7000,sedan,0,0,0,31,2,0
female,majority,high school,working class,0.377876086,0,before 2015,0,1,10238,11000,sedan,0,0,0,18,8,1
male,majority,university,upper class,0.46573005,1,before 2015,1,0,10238,,sedan,1,0,2,75,31,0
female,majority,high school,middle class,0.630359605,1,after 2015,0,0,10238,17000,sedan,0,0,0,25,7,0
male,majority,none,middle class,0.599058712,1,before 2015,1,1,21217,11000,sedan,3,0,0,49,29,1
female,majority,university,upper class,,1,after 2015,1,1,10238,14000,sedan,2,0,0,49,10,0
female,majority,high school,upper class,0.589536227,0,before 2015,1,0,32765,10000,sedan,0,0,0,31,6,0
