ID,GENDER,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,PAST_ACCIDENTS,AGE,DRIVING_EXPERIENCE,OUTCOME
3089,male,high school,poverty,0.37185298,0,before 2015,1,0,32765,11000,sports car,0,0,20,2,1
3090,female,high school,middle class,0.516846504,0,before 2015,0,0,10238,9000,sedan,0,0,27,5,1
3091,male,none,poverty,0.291829033,0,before 2015,1,1,32765,10000,sedan,1,1,32,16,1
3092,male,none,upper class,0.516513773,1,before 2015,1,1,92101,11000,sedan,1,0,47,14,1
3093,female,none,working class,0.438045495,1,before 2015,1,1,32765,,sedan,3,2,61,27,0
3094,female,university,middle class,0.491318561,0,after 2015,1,1,10238,11000,sedan,3,3,51,20,0
3095,female,high school,poverty,0.498255888,1,before 2015,0,1,10238,12000,sedan,0,0,18,9,0
3096,male,university,upper class,0.658567128,1,after 2015,1,1,10238,10000,sedan,3,2,54,28,0
3097,female,none,middle class,0.611057686,0,before 2015,1,1,32765,12000,sedan,3,0,41,28,0
3098,female,none,poverty,0.354372691,1,before 2015,0,1,32765,,sedan,0,0,28,1,1
3099,male,none,working class,,0,before 2015,0,0,32765,15000,sedan,0,2,37,14,0
3100,female,high school,middle class,0.549471937,0,after 2015,1,1,10238,7000,sedan,1,3,52,24,0
3101,male,high school,poverty,0.205282775,0,before 2015,0,0,10238,13000,sedan,0,0,23,4,1
3102,male,high school,poverty,0.490636609,1,before 2015,1,1,32765,10000,sedan,2,0,27,18,0
3103,male,high school,upper class,0.704943376,1,after 2015,1,0,10238,14000,sedan,1,3,31,10,0
3104,male,university,upper class,0.669620777,1,before 2015,0,1,32765,11000,sedan,0,0,21,6,1
3105,female,university,upper class,0.592344139,1,after 2015,1,1,10238,,sedan,1,6,71,39,0
3106,male,university,middle class,0.626671863,1,before 2015,1,1,32765,4000,sedan,5,1,44,10,0
3107,male,high school,upper class,0.700679853,1,before 2015,0,0,10238,16000,sedan,1,0,44,15,1
3108,female,none,working class,0.368221011,1,before 2015,0,0,10238,13000,sedan,0,0,25,1,0
3109,male,high school,middle class,0.54151895,1,after 2015,0,0,32765,12000,sedan,0,0,27,17,0
3110,female,university,upper class,0.587146921,1,after 2015,1,1,10238,6000,sedan,3,7,70,25,0
3111,male,university,upper class,0.735128344,1,before 2015,0,1,10238,11000,sedan,3,0,46,13,0
3112,male,university,upper class,0.578244971,1,before 2015,0,1,10238,14000,sedan,1,2,37,15,0
3113,female,none,poverty,0.30403876,0,before 2015,0,0,10238,15000,sedan,0,2,29,13,0
3114,female,university,upper class,0.598630699,0,before 2015,0,0,10238,15000,sedan,0,0,33,12,0
3115,female,university,upper class,0.54590563,1,after 2015,1,1,10238,,sedan,0,3,63,27,0
3116,female,university,upper class,0.616289339,1,before 2015,1,1,92101,12000,sedan,0,1,29,17,0
3117,female,high school,upper class,0.639626053,1,before 2015,1,1,10238,9000,sedan,0,0,71,38,0
3118,male,university,upper class,,1,after 2015,1,0,10238,11000,sedan,3,2,51,11,0
3119,male,university,middle class,0.828628569,1,before 2015,0,0,10238,13000,sedan,0,0,24,7,1
3120,male,high school,working class,0.367699947,0,before 2015,0,1,10238,11000,sedan,3,1,62,11,1
3121,male,high school,working class,0.39775113,0,before 2015,0,0,10238,18000,sedan,1,3,51,28,1
3122,female,high school,poverty,0.31366981,0,before 2015,1,0,10238,17000,sedan,0,0,22,6,0
3123,female,none,poverty,0.503246186,0,before 2015,1,1,10238,,sedan,1,2,31,18,1
3124,female,none,poverty,0.334965206,1,before 2015,0,1,10238,,sedan,0,0,18,6,1
3125,female,high school,middle class,0.392129892,1,before 2015,1,1,32765,6000,sedan,0,0,27,5,1
3126,female,high school,upper class,,1,after 2015,1,1,10238,13000,sedan,0,0,64,7,0
3127,female,high school,middle class,0.517544579,1,after 2015,1,1,10238,14000,sedan,3,2,77,38,0
3128,male,university,middle class,0.528178541,1,before 2015,1,1,10238,11000,sedan,0,0,32,19,0
3129,female,high school,middle class,0.752362605,0,before 2015,1,1,10238,9000,sedan,3,1,51,27,0
3130,female,university,upper class,0.780688756,1,before 2015,1,1,10238,10000,sedan,4,2,72,38,0
3131,female,high school,working class,0.541654422,1,before 2015,0,1,10238,15000,sedan,0,0,23,6,1
3132,female,university,upper class,0.4676295,1,after 2015,1,1,32765,6000,sedan,0,0,78,9,0
3133,female,high school,middle class,0.570286378,1,after 2015,0,0,10238,,sedan,0,0,20,3,0
3134,male,high school,poverty,0.406895091,0,before 2015,0,0,10238,17000,sedan,0,0,20,3,1
3135,female,university,middle class,0.51243333,0,before 2015,0,0,10238,17000,sedan,0,1,32,12,0
3136,female,none,middle class,,0,before 2015,0,0,32765,,sedan,2,0,65,15,1
3137,female,high school,middle class,0.470283547,1,after 2015,1,1,32765,5000,sedan,3,2,26,19,0
3138,female,university,upper class,,0,after 2015,1,1,32765,6000,sedan,10,4,65,37,0
3139,male,high school,upper class,0.674478036,1,after 2015,0,1,10238,14000,sports car,0,0,67,1,0
3140,female,high school,poverty,0.36356514,1,after 2015,0,1,32765,12000,sedan,1,0,33,13,0
3141,male,none,working class,0.583196536,1,before 2015,0,1,10238,,sedan,0,0,18,8,1
3142,male,none,working class,0.356040925,0,before 2015,0,1,10238,14000,sedan,2,0,37,16,1
3143,male,high school,poverty,0.426174523,0,before 2015,0,1,32765,13000,sedan,0,0,39,1,1
3144,male,high school,working class,0.431109166,1,before 2015,1,1,10238,13000,sedan,1,1,27,11,0
3145,male,university,upper class,0.673819202,1,after 2015,0,1,10238,,sedan,9,5,73,31,0
3146,female,university,upper class,0.517201817,1,after 2015,1,1,32765,6000,sedan,0,0,52,8,0
3147,female,high school,middle class,0.463129902,1,before 2015,1,1,10238,12000,sports car,1,1,68,40,0
3148,female,university,upper class,0.593506854,1,after 2015,0,1,32765,9000,sedan,0,0,42,6,1
3149,female,high school,middle class,0.463053588,1,after 2015,0,1,10238,14000,sedan,0,0,70,10,0
3150,female,high school,upper class,0.643389595,1,after 2015,0,1,32765,11000,sedan,5,3,80,38,0
3151,male,high school,poverty,0.46556955,1,before 2015,0,1,10238,13000,sedan,0,0,21,3,1
3152,male,high school,upper class,0.654560135,1,before 2015,0,0,10238,13000,sedan,0,0,18,2,1
3153,female,university,upper class,0.657218753,1,after 2015,1,1,10238,10000,sedan,2,1,27,19,0
3154,female,high school,upper class,0.647724711,1,after 2015,1,1,10238,10000,sedan,5,6,69,39,0
3155,male,university,upper class,0.508453341,1,after 2015,0,1,10238,9000,sports car,2,4,75,29,0
3156,male,university,upper class,0.507638799,1,before 2015,1,1,10238,9000,sedan,1,4,70,28,0
3157,male,university,middle class,0.466122692,0,before 2015,0,0,10238,,sedan,0,0,30,6,1
3158,male,university,middle class,0.547662858,1,after 2015,1,1,10238,6000,sedan,6,6,75,39,0
3159,male,high school,middle class,0.518009822,0,before 2015,1,1,32765,8000,sedan,10,3,71,36,0
3160,male,university,upper class,0.464202583,1,before 2015,1,1,32765,5000,sedan,0,0,63,5,1
3161,female,high school,poverty,,0,before 2015,0,1,32765,11000,sedan,0,0,24,4,0
3162,male,high school,upper class,0.566416817,1,before 2015,0,1,32765,13000,sedan,6,1,43,26,1
3163,male,high school,upper class,0.520333985,1,before 2015,1,1,10238,9000,sedan,10,2,79,32,0
3164,female,none,working class,0.475681829,1,before 2015,0,0,10238,10000,sedan,0,0,17,2,0
3165,male,high school,poverty,0.211156277,0,before 2015,0,1,10238,12000,sedan,2,6,34,16,0
3166,female,high school,middle class,0.382752581,1,before 2015,1,0,10238,12000,sedan,0,0,28,12,0
3167,male,university,middle class,0.441011671,1,after 2015,0,0,10238,16000,sports car,0,0,39,17,0
3168,male,high school,working class,0.525857843,1,before 2015,0,0,10238,18000,sedan,0,0,17,1,1
3169,male,university,upper class,0.506417205,1,before 2015,0,1,32765,12000,sedan,4,1,45,29,0
3170,female,high school,poverty,0.412636786,1,before 2015,1,0,10238,13000,sedan,0,0,25,9,0
3171,female,university,middle class,0.695540375,1,after 2015,0,1,10238,16000,sedan,0,0,19,6,0
3172,male,university,upper class,0.456819309,0,before 2015,1,1,10238,14000,sedan,2,1,45,24,0
3173,male,university,upper class,,1,before 2015,1,0,10238,12000,sedan,5,1,74,19,0
3174,male,high school,middle class,0.432480716,1,before 2015,0,1,10238,,sedan,0,0,42,9,1
3175,male,none,poverty,,0,before 2015,0,1,10238,16000,sedan,0,0,17,8,1
3176,male,university,upper class,0.548930133,1,after 2015,0,1,10238,14000,sedan,0,0,23,2,0
3177,male,university,working class,0.481912706,0,after 2015,0,1,32765,10000,sedan,0,0,32,1,1
3178,male,university,upper class,0.718067956,1,before 2015,1,1,10238,12000,sedan,4,5,73,39,0
3179,male,university,middle class,0.541829759,1,before 2015,1,0,10238,,sedan,1,1,37,13,0
3180,male,high school,middle class,0.394414959,0,before 2015,1,1,10238,6000,sedan,6,3,46,21,0
3181,female,high school,middle class,0.604104789,1,after 2015,0,0,10238,14000,sedan,0,0,19,9,0
3182,female,university,upper class,0.506917235,1,after 2015,1,1,10238,,sedan,1,1,71,39,0
3183,female,high school,upper class,0.681970124,1,after 2015,1,0,32765,12000,sedan,0,1,35,15,0
3184,male,high school,poverty,0.39898932,0,before 2015,0,1,32765,7000,sedan,0,0,18,9,1
3185,male,high school,poverty,0.302617059,1,before 2015,0,1,32765,,sedan,0,0,20,9,1
3186,male,university,upper class,0.604953798,1,after 2015,0,1,10238,14000,sedan,1,0,34,13,0
3187,female,university,middle class,0.579934673,1,before 2015,0,0,10238,16000,sedan,0,0,32,0,1
3188,female,university,middle class,0.639423123,0,before 2015,1,1,10238,10000,sedan,0,0,33,8,1
3189,male,university,upper class,0.65405679,1,before 2015,1,1,10238,13000,sports car,2,2,51,21,0
3190,male,university,upper class,0.65480078,1,after 2015,0,1,10238,10000,sedan,0,0,72,6,1
3191,female,high school,middle class,0.33473973,1,after 2015,1,1,10238,9000,sedan,1,0,27,13,0
3192,female,high school,upper class,0.779506515,1,before 2015,0,1,10238,12000,sedan,1,1,60,26,0
3193,male,high school,upper class,0.652009134,1,before 2015,1,1,10238,8000,sedan,3,3,67,30,0
3194,male,high school,poverty,0.454558754,0,before 2015,0,1,10238,10000,sedan,0,0,23,7,1
3195,male,university,upper class,0.621464147,1,before 2015,0,0,10238,13000,sedan,0,0,28,3,1
3196,male,high school,middle class,0.394977991,0,before 2015,0,0,10238,15000,sedan,1,1,32,12,1
3197,female,high school,poverty,0.29554269,0,after 2015,0,1,10238,10000,sedan,0,0,25,7,0
3198,male,university,working class,0.325455806,0,before 2015,1,0,10238,,sedan,0,0,19,0,1
3199,female,university,upper class,0.474023155,1,before 2015,1,1,10238,8000,sedan,0,0,69,19,0
3200,male,none,poverty,0.373409935,0,before 2015,0,1,32765,9000,sedan,0,0,17,1,0
3201,male,none,working class,0.248479045,1,before 2015,1,1,10238,7000,sedan,0,0,27,9,0
3202,female,university,working class,0.609001564,1,before 2015,0,0,10238,14000,sedan,0,0,36,18,0
3203,male,university,upper class,0.48755472,1,after 2015,0,1,32765,9000,sedan,0,0,17,4,1
3204,female,university,upper class,0.861439095,1,after 2015,1,1,10238,11000,sedan,4,0,67,30,0
3205,female,high school,poverty,0.2983002,0,before 2015,0,0,10238,17000,sedan,0,0,21,8,1
3206,female,university,middle class,0.558989618,1,before 2015,1,0,92101,9000,sedan,0,0,17,8,0
3207,male,none,poverty,0.393242745,0,before 2015,0,0,10238,,sports car,0,0,22,9,1
3208,female,university,upper class,0.665566843,0,after 2015,0,1,10238,14000,sedan,0,1,71,17,1
3209,female,high school,middle class,0.474348001,0,after 2015,1,1,10238,9000,sedan,1,1,41,20,0
3210,female,university,upper class,0.814796434,1,after 2015,1,1,32765,8000,sedan,3,1,40,20,0
3211,female,high school,working class,0.432607231,1,before 2015,1,1,10238,11000,sedan,0,1,56,27,0
3212,male,none,working class,0.159799758,1,before 2015,1,1,10238,11000,sedan,0,0,36,1,1
3213,female,high school,upper class,,1,after 2015,1,1,10238,10000,sports car,1,2,40,28,0
3214,female,university,upper class,0.581371589,1,before 2015,1,1,21217,8000,sedan,0,0,71,1,1
3215,female,none,poverty,0.239141046,0,before 2015,0,1,32765,9000,sedan,0,0,22,9,1
3216,male,university,middle class,0.720467805,1,before 2015,0,1,32765,12000,sedan,0,0,16,2,1
3217,female,university,upper class,0.776215522,1,before 2015,0,1,32765,9000,sedan,1,2,34,17,1
3218,female,high school,poverty,0.314845677,0,before 2015,0,0,32765,10000,sedan,1,1,37,14,0
3219,male,university,upper class,0.62894845,1,after 2015,0,1,10238,7000,sedan,2,1,35,10,0
3220,male,high school,working class,0.441096597,1,before 2015,0,1,10238,,sports car,0,0,44,3,1
3221,male,none,working class,0.555244663,0,before 2015,0,1,10238,13000,sedan,0,0,60,7,1
3222,male,university,working class,0.413922664,0,before 2015,1,1,32765,11000,sedan,1,1,36,16,1
3223,female,high school,upper class,0.674965274,1,after 2015,1,1,10238,9000,sedan,0,3,67,14,0
3224,male,university,middle class,0.52661382,1,after 2015,0,0,32765,13000,sedan,2,1,38,18,0
3225,female,university,upper class,,1,after 2015,1,1,21217,,sedan,1,0,58,14,1
3226,female,university,upper class,0.642766954,1,after 2015,0,0,32765,13000,sedan,2,0,33,12,0
3227,female,university,upper class,0.68770531,1,after 2015,1,1,10238,9000,sedan,3,1,55,27,0
3228,male,university,upper class,0.748130743,1,before 2015,1,1,32765,10000,sedan,3,2,36,14,0
3229,female,none,middle class,0.510566913,0,after 2015,0,1,10238,15000,sedan,1,1,59,20,0
3230,male,high school,poverty,0.343564232,0,before 2015,0,1,32765,11000,sedan,5,2,32,13,1
3231,male,none,working class,0.209586736,0,after 2015,1,0,10238,16000,sedan,1,0,33,12,0
3232,male,university,upper class,0.616977102,1,before 2015,1,1,10238,7000,sedan,0,0,43,7,0
3233,female,university,upper class,,0,before 2015,1,1,32765,7000,sedan,3,0,35,14,1
3234,male,none,working class,0.319554862,1,after 2015,0,1,10238,16000,sedan,1,0,33,12,0
3235,female,none,poverty,0.362765487,1,before 2015,0,0,32765,9000,sedan,0,0,22,2,1
3236,male,university,upper class,0.49926109,1,before 2015,1,1,10238,9000,sports car,0,0,64,0,0
3237,male,high school,working class,0.459238002,0,before 2015,0,0,10238,14000,sedan,1,1,39,11,1
3238,female,none,poverty,0.368740575,0,before 2015,0,1,10238,10000,sedan,0,0,28,19,1
3239,male,none,working class,0.48637699,0,after 2015,0,1,10238,,sedan,0,2,33,14,0
3240,female,university,upper class,,1,after 2015,0,1,10238,16000,sedan,1,0,37,19,0
3241,female,high school,upper class,,1,after 2015,1,1,10238,11000,sedan,2,1,52,27,0
3242,female,university,upper class,0.728514609,1,before 2015,1,1,32765,,sedan,1,0,41,10,0
3243,female,university,upper class,,1,before 2015,1,1,32765,8000,sedan,4,1,45,12,0
3244,male,high school,upper class,,1,after 2015,0,1,92101,10000,sports car,6,2,66,35,1
3245,male,university,working class,0.329243862,1,before 2015,0,1,10238,13000,sedan,2,0,46,13,0
3246,female,high school,middle class,0.616592478,1,before 2015,1,1,32765,10000,sedan,1,1,36,10,0
3247,male,high school,poverty,0.242305923,0,before 2015,1,0,10238,15000,sedan,4,1,59,27,0
3248,female,none,poverty,0.344932878,1,before 2015,0,1,10238,8000,sedan,0,0,24,2,0
3249,male,high school,upper class,0.384784948,1,after 2015,0,1,10238,14000,sedan,2,2,48,21,0
3250,female,high school,middle class,0.38462233,1,after 2015,0,1,32765,12000,sedan,0,0,39,12,0
3251,male,university,working class,0.457648682,1,after 2015,0,0,10238,14000,sports car,0,0,23,0,1
3252,male,university,upper class,0.487012708,1,before 2015,1,1,10238,10000,sedan,1,1,59,18,0
3253,male,high school,working class,0.393145976,0,before 2015,0,1,32765,9000,sedan,0,0,38,8,1
3254,female,high school,middle class,0.280076736,1,before 2015,0,1,10238,10000,sedan,0,0,29,15,0
3255,female,university,upper class,0.700017432,1,after 2015,0,1,32765,13000,sedan,1,1,67,28,0
3256,female,high school,poverty,0.309253803,1,before 2015,0,1,32765,10000,sedan,0,0,18,2,1
3257,female,high school,poverty,0.397961866,0,before 2015,1,1,32765,11000,sedan,0,2,34,11,1
3258,male,high school,upper class,0.672571508,0,before 2015,1,1,32765,8000,sedan,4,0,49,18,1
3259,male,high school,poverty,0.336129692,0,before 2015,0,0,10238,15000,sports car,0,0,18,5,1
3260,female,high school,poverty,0.326135735,0,before 2015,0,0,10238,15000,sedan,0,0,22,5,0
3261,male,university,working class,0.533212724,0,before 2015,0,0,32765,13000,sedan,0,0,28,10,1
3262,male,university,upper class,0.452529662,1,before 2015,1,1,10238,9000,sedan,6,3,70,32,0
3263,female,university,upper class,0.644414835,1,after 2015,0,1,10238,11000,sedan,0,0,64,0,0
3264,female,high school,middle class,,1,before 2015,0,0,10238,16000,sedan,0,0,19,3,0
3265,male,high school,upper class,,1,before 2015,1,0,10238,11000,sedan,1,1,55,11,1
3266,male,high school,working class,0.3780742,0,before 2015,1,0,10238,12000,sports car,0,0,23,8,1
3267,female,university,upper class,0.534193226,1,after 2015,1,1,10238,12000,sedan,1,1,33,11,0
3268,female,university,upper class,0.434286883,1,before 2015,1,1,10238,8000,sedan,2,3,54,21,0
3269,male,university,upper class,0.566480354,1,after 2015,1,1,92101,13000,sedan,0,0,72,3,1
3270,male,high school,upper class,0.592060559,0,after 2015,1,1,32765,12000,sedan,0,0,62,2,1
3271,male,university,upper class,0.704672675,1,before 2015,1,1,32765,9000,sedan,10,2,67,32,0
3272,female,university,poverty,0.354928897,0,before 2015,0,0,32765,12000,sedan,0,0,23,0,1
3273,male,university,upper class,0.691453443,1,before 2015,1,0,10238,,sedan,0,0,30,13,0
3274,female,high school,poverty,,0,before 2015,0,0,10238,18000,sports car,0,0,21,2,0
3275,male,university,poverty,0.400978068,1,after 2015,0,1,10238,15000,sedan,0,0,21,0,0
3276,female,high school,working class,0.275580479,1,before 2015,0,1,10238,12000,sedan,0,3,46,29,0
3277,male,none,middle class,0.504609811,0,before 2015,0,1,10238,8000,sedan,2,4,30,16,0
3278,male,high school,poverty,0.301963994,0,before 2015,1,0,32765,11000,sedan,0,0,22,4,1
3279,female,university,upper class,,1,after 2015,1,1,10238,9000,sedan,3,3,56,23,0
3280,female,university,upper class,0.594337557,1,before 2015,1,1,92101,9000,sedan,0,0,74,38,0
3281,male,none,working class,0.384563261,0,before 2015,0,1,10238,13000,sedan,0,0,32,0,1
3282,female,high school,poverty,0.468010982,1,before 2015,1,0,32765,11000,sedan,2,1,31,16,0
3283,male,none,working class,0.282610578,0,before 2015,0,0,10238,15000,sedan,2,0,58,21,0
3284,female,high school,upper class,0.430521687,1,before 2015,1,1,10238,,sedan,0,0,33,10,0
3285,female,high school,working class,0.55448873,0,before 2015,1,1,10238,11000,sedan,0,0,31,1,1
3286,female,high school,poverty,0.254508863,0,before 2015,0,1,32765,12000,sedan,2,0,26,11,1
3287,female,high school,middle class,0.355050363,1,before 2015,1,1,10238,,sedan,2,1,57,17,0
3288,female,university,upper class,0.718050004,0,before 2015,1,0,10238,14000,sedan,0,1,35,13,0
3289,male,high school,poverty,0.361383157,0,before 2015,0,0,10238,20000,sedan,0,0,25,9,1
3290,female,none,poverty,0.41714741,0,before 2015,0,1,32765,8000,sedan,0,0,37,0,1
3291,male,university,upper class,0.494571757,1,before 2015,1,1,10238,14000,sedan,1,0,75,23,0
3292,female,none,working class,0.418304857,0,before 2015,0,1,10238,13000,sedan,1,0,59,28,0
3293,male,university,middle class,0.539282979,0,before 2015,0,0,10238,18000,sedan,1,0,29,11,1
3294,female,high school,middle class,0.633809877,1,before 2015,0,1,32765,9000,sedan,2,1,75,17,1
3295,female,high school,poverty,0.289200292,1,before 2015,0,1,10238,11000,sedan,0,0,16,3,0
3296,female,none,working class,0.409288435,1,before 2015,0,0,10238,13000,sedan,1,0,28,15,0
3297,male,high school,middle class,0.506899953,1,before 2015,1,1,32765,11000,sports car,3,1,37,12,0
3298,female,university,upper class,0.604144586,1,before 2015,0,1,10238,11000,sedan,1,4,55,23,0
3299,male,university,upper class,0.66136585,1,after 2015,1,0,10238,15000,sedan,0,2,33,14,0
3300,female,high school,working class,0.496371243,0,after 2015,1,0,10238,12000,sedan,1,1,37,15,0
3301,male,university,upper class,0.622947196,1,after 2015,1,1,32765,9000,sedan,2,1,61,21,0
3302,male,university,upper class,0.399519737,1,before 2015,0,0,10238,12000,sedan,0,0,28,3,1
3303,female,high school,upper class,0.587831426,1,after 2015,1,0,32765,,sports car,3,1,78,33,0
3304,male,university,upper class,0.574414422,1,before 2015,0,0,32765,,sedan,2,5,26,18,1
3305,male,university,upper class,0.716812532,1,before 2015,1,1,10238,12000,sedan,0,0,69,12,0
3306,female,university,upper class,0.497007485,1,before 2015,1,1,10238,9000,sedan,0,0,72,4,0
3307,male,high school,poverty,0.330659623,0,before 2015,0,1,32765,11000,sedan,0,0,17,5,1
3308,female,university,upper class,,1,after 2015,1,1,10238,15000,sedan,0,1,50,22,0
3309,female,high school,upper class,0.460793277,1,before 2015,0,1,10238,18000,sedan,0,0,30,0,0
3310,male,none,poverty,0.264313866,0,after 2015,0,0,10238,14000,sedan,0,0,38,1,1
3311,male,high school,upper class,0.446943528,1,before 2015,1,0,10238,11000,sedan,0,0,27,1,1
3312,male,university,upper class,0.653621142,1,after 2015,0,0,92101,12000,sedan,0,0,16,2,0
3313,male,none,working class,0.717091477,0,before 2015,0,1,10238,14000,sedan,0,0,32,7,1
3314,female,university,upper class,0.607772532,1,before 2015,1,1,10238,13000,sedan,2,2,26,14,0
3315,male,high school,working class,0.562195153,1,before 2015,0,0,10238,19000,sedan,0,0,30,16,0
3316,male,university,upper class,0.577375803,1,before 2015,1,1,10238,10000,sedan,0,0,65,7,1
3317,female,high school,working class,,0,after 2015,0,1,32765,9000,sedan,2,0,29,14,1
3318,male,high school,working class,0.51214492,1,before 2015,0,0,10238,16000,sedan,0,0,20,1,1
3319,male,high school,upper class,0.734091844,1,before 2015,1,1,10238,12000,sedan,4,3,78,37,0
3320,male,high school,working class,0.319967517,0,before 2015,0,0,10238,12000,sedan,0,0,44,7,1
3321,female,none,poverty,0.141294607,0,after 2015,0,1,10238,10000,sedan,0,0,17,3,1
3322,male,none,working class,0.367391515,1,before 2015,1,1,10238,11000,sedan,0,0,16,8,0
3323,female,none,middle class,0.496885641,1,after 2015,0,1,10238,13000,sedan,1,1,55,21,0
3324,female,high school,upper class,0.567911805,1,before 2015,0,1,10238,13000,sedan,2,1,48,23,0
3325,male,none,working class,,0,before 2015,1,1,10238,12000,sedan,2,3,73,18,0
3326,male,university,upper class,0.566217044,1,after 2015,0,1,32765,9000,sedan,15,8,78,39,0
3327,male,university,working class,,1,before 2015,0,1,32765,9000,sedan,4,3,28,12,0
3328,female,high school,poverty,0.308018524,0,before 2015,1,0,10238,10000,sedan,0,0,19,4,1
3329,male,high school,working class,0.488810326,0,after 2015,1,1,10238,12000,sedan,0,2,26,14,0
3330,male,university,upper class,0.660794938,1,after 2015,1,1,32765,10000,sedan,7,1,62,23,0
3331,male,none,poverty,,0,before 2015,0,1,10238,9000,sedan,0,0,54,18,1
3332,female,none,middle class,0.614432863,1,before 2015,0,0,10238,16000,sedan,0,1,32,17,0
3333,female,high school,working class,0.52883877,1,before 2015,0,0,10238,10000,sedan,0,0,19,9,0
3334,female,high school,middle class,0.583962814,1,before 2015,1,1,10238,13000,sedan,5,1,74,34,0
3335,female,high school,poverty,0.292949328,0,before 2015,0,1,32765,10000,sedan,0,0,20,7,1
3336,male,high school,middle class,0.552342465,0,after 2015,1,1,10238,13000,sedan,0,0,37,7,1
3337,female,none,middle class,,1,before 2015,0,1,10238,,sedan,4,0,44,23,0
3338,male,university,middle class,0.403970764,1,before 2015,0,1,10238,12000,sedan,0,0,17,9,0
3339,female,none,working class,0.273080215,1,after 2015,1,1,10238,11000,sedan,0,3,28,11,0
3340,female,university,upper class,0.582205736,1,after 2015,1,1,10238,13000,sedan,0,3,65,19,0
3341,male,high school,upper class,0.674481747,1,after 2015,0,1,10238,11000,sedan,2,1,42,15,0
3342,male,high school,upper class,0.657276293,0,before 2015,1,1,10238,7000,sedan,3,3,72,22,0
3343,female,high school,poverty,0.321178132,1,before 2015,0,0,10238,14000,sedan,0,0,18,7,0
3344,female,high school,upper class,0.612923003,1,after 2015,0,1,10238,14000,sedan,0,0,39,11,0
3345,female,university,working class,0.44915769,1,before 2015,0,0,10238,15000,sports car,0,0,17,0,0
3346,female,none,poverty,0.28823233,0,before 2015,0,0,92101,17000,sedan,1,0,35,19,1
3347,male,university,upper class,0.722548758,1,before 2015,1,1,10238,10000,sedan,0,0,45,1,1
3348,female,university,working class,0.447550949,0,before 2015,1,1,10238,8000,sedan,0,0,17,5,1
3349,female,high school,upper class,0.606170728,1,before 2015,1,1,10238,13000,sedan,0,1,53,16,0
3350,male,high school,upper class,0.656390291,1,after 2015,0,0,32765,15000,sedan,5,1,78,28,0
3351,female,none,working class,0.185333615,1,after 2015,0,1,32765,14000,sedan,0,0,64,14,0
3352,female,university,upper class,0.668711008,1,after 2015,1,1,10238,11000,sedan,0,0,28,4,0
3353,female,none,upper class,0.685731574,1,before 2015,1,1,10238,12000,sedan,1,4,63,27,0
3354,female,none,working class,0.377652118,1,before 2015,0,1,10238,11000,sedan,0,2,57,27,0
3355,female,none,working class,0.384933515,0,before 2015,0,1,10238,10000,sedan,0,0,62,1,1
3356,female,high school,poverty,0.344721471,1,before 2015,1,0,10238,13000,sedan,0,0,18,4,1
3357,male,high school,upper class,0.680579036,1,before 2015,0,1,10238,10000,sedan,1,3,41,19,0
3358,female,high school,upper class,0.64927957,1,after 2015,1,1,32765,9000,sedan,4,0,44,23,0
3359,female,high school,upper class,0.626094167,1,after 2015,1,1,10238,8000,sedan,2,1,43,22,0
3360,female,high school,poverty,0.479850125,0,before 2015,0,1,10238,14000,sports car,0,0,19,9,1
3361,female,university,middle class,0.583363216,1,after 2015,0,0,32765,9000,sports car,3,1,27,11,0
3362,female,university,upper class,0.591027059,1,after 2015,1,1,10238,9000,sedan,0,0,63,2,0
3363,female,none,upper class,,1,after 2015,1,1,10238,11000,sedan,7,2,68,32,0
3364,female,university,upper class,,1,before 2015,1,1,32765,4000,sedan,4,3,48,29,0
3365,female,high school,upper class,0.681144407,1,before 2015,0,1,92101,13000,sedan,1,0,68,28,0
3366,female,university,upper class,,1,before 2015,1,1,10238,11000,sedan,0,0,66,0,0
3367,male,high school,working class,0.456147502,1,before 2015,0,1,10238,16000,sedan,2,1,43,25,0
3368,male,high school,middle class,0.404928851,1,before 2015,1,1,92101,11000,sedan,2,0,26,17,0
3369,male,university,poverty,0.386571878,0,before 2015,0,0,32765,12000,sedan,0,0,20,6,1
3370,female,university,upper class,,1,before 2015,1,1,10238,10000,sedan,4,6,69,32,0
3371,male,none,poverty,0.396997084,0,before 2015,0,0,10238,14000,sedan,0,0,28,7,1
3372,male,university,upper class,0.592769854,0,before 2015,1,1,32765,11000,sedan,7,3,63,28,0
3373,male,high school,upper class,0.507783202,1,after 2015,1,1,32765,9000,sedan,8,2,72,32,0
3374,female,high school,middle class,0.620349788,1,before 2015,1,1,10238,10000,sedan,3,2,41,21,0
3375,male,none,poverty,0.406482425,0,before 2015,0,0,10238,16000,sedan,0,0,25,6,1
3376,male,none,middle class,0.541709841,1,before 2015,1,1,32765,7000,sedan,0,0,56,5,1
3377,female,university,middle class,0.586675011,0,after 2015,1,1,92101,8000,sedan,0,1,36,17,1
3378,male,high school,working class,0.47278819,1,before 2015,1,0,32765,7000,sedan,9,2,27,17,0
